concept_a,concept_b,Course_Code,course_name,source_syllabus,ai_suggested_label,confirmed_label,reason,embedding_similarity,order_delta,keyword_overlap
Space Division Switching,Error Control: Stop-and-Wait ARQ,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.048 - no semantic relation,0.0481,5,0.0
Basic and Feasible solutions,Fourier series of periodic,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=-0.073 - no semantic relation,-0.0731,8,0.0
Parseval’s Identity (without proof) Fourier series of periodic,Kar lPearson’s Coefficient of correlation(r) Spearman’s,2343111,Applied Mathematics Thinking-I,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.130 - no semantic relation,0.13,4,0.13333333333333333
Introduction to Congruence,Dirichlet’s conditions,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.155, delta=3, kw=0.000",0.1547,3,0.0
Solid mixing – Introduction to solid mixing,Mixing equipment for cohesive solids,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,1,,High sim=0.704 + delta=1,0.7036,1,0.125
Applications of Runge-Kutta Fourth order,Relation between E,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=-0.034 - no semantic relation,-0.0343,5,0.0
Kuhn-Tucker conditions,Complex form of Fourier Series,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.057 - no semantic relation,0.057,7,0.0
Kutta second Order method,Applications of Runge-Kutta Fourth order,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,1,,High sim=0.723 + delta=1,0.7233,1,0.25
Artificial variables,Raw moments,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.121 - no semantic relation,0.121,11,0.0
Properties of Eigen,Diagonalization of matrices,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,1,,sim=0.505>=0.45 + delta=2<=5,0.5046,2,0.2
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Similarity of matrices,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,,Foundational kw in A + sim=0.378 + delta=1,0.378,1,0.16666666666666666
Linear Block Code,Self-Study Topics,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=-0.041 - no semantic relation,-0.0409,10,0.0
RE in text search and replace,Minimization of DFA,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.056 - no semantic relation,0.056,5,0.0
Dirichlet’s conditions,Complex form of Fourier Series,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.125 - no semantic relation,0.1255,3,0.0
Rank correlation coefficient (R) (with repeated and non,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",2343111,Applied Mathematics Thinking-I,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.084 - no semantic relation,0.0837,1,0.0625
Simplex method,Fourier series of even and odd functions,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,"No prereq signal: sim=0.159, delta=8, kw=0.000",0.1592,8,0.0
Relationship (EER) Model,"Integrity constraints: key constraints, Domain",2174112,Database Management System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.203, delta=5, kw=0.000",0.2034,5,0.0
Algorithms  for  different  situations,Features of I/O facility for different OS,2344112,Operating System,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.219, delta=3, kw=0.200",0.2194,3,0.2
Simplex method,Artificial variables,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,1,,Adjacent same-course topics: delta=1 + sim=0.267,0.267,1,0.0
Dirichlet’s conditions,Fourier series of even and odd functions,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.151, delta=2, kw=0.000",0.1507,2,0.0
Size reduction equipment – Jaw crusher,Fluidization: conditions for fluidization,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=0.092 - no semantic relation,0.092,7,0.0
Linear Block Code,Flow Control: Stop-and-Wait Flow Control,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.173, delta=2, kw=0.000",0.1731,2,0.0
Screening equipment – Vibrating screen,Ergun’s equation,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=-0.029 - no semantic relation,-0.0289,9,0.0
Relationship (EER) Model,"Overview of SQL, Data Definition Commands",2494112,Database Management System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,Low sim=0.118 - no semantic relation,0.1176,4,0.0
Basic and Feasible solutions,Introduction to Congruence,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.133 - no semantic relation,0.1335,4,0.0
Testing: Principles of Agile Testers,"Agility, DevOps and Continuous Testing",2165113,Agile Software Development & DevOps,SEM-V.pdf,1,,Foundational kw in A + sim=0.555 + delta=6,0.5555,6,0.1111111111111111
Fourier series of periodic,Moment generating function,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,"No prereq signal: sim=0.174, delta=4, kw=0.000",0.1743,4,0.0
Standard and Canonical of LPP,Moment generating function,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.060 - no semantic relation,0.0601,13,0.0
Pumping lemma for RLs,Equivalence between NFA with and ϵ- transitions,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.173, delta=5, kw=0.000",0.1734,5,0.0
Artificial variables,Application of congruence-RSA algorithm,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.101 - no semantic relation,0.1005,4,0.0
"Mitigating attacks: 51% attack, Sybil attack, replay",Models on Blockchain: decentralized AI,2166118,Blockchain Technology,SEM-V.pdf,0,,"No prereq signal: sim=0.256, delta=3, kw=0.000",0.2559,3,0.0
Linear congruence,Dirichlet’s conditions,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=0.027 - no semantic relation,0.027,2,0.0
Application of Regular,Languages in Compiler Design,2114111,Computational,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,Low sim=0.127 - no semantic relation,0.127,1,0.0
Standard and Canonical of LPP,Simplex method,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.166, delta=2, kw=0.000",0.1656,2,0.0
"Generalization, Specialization and Aggregation","Triggers, Introduction to Pl/SQL Block Structure",2494112,Database Management System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.217, delta=5, kw=0.000",0.2173,5,0.0
"EER Model to the Relational Model, Relational","Triggers, Introduction to Pl/SQL Block Structure",2494112,Database Management System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.235, delta=3, kw=0.091",0.235,3,0.09090909090909091
System calls with examples for different OS,Algorithms  for  different  situations,2344112,Operating System,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,,Adjacent same-course topics: delta=2 + sim=0.216,0.2163,2,0.2222222222222222
Introduction to Congruence,Fourier series of periodic,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.155, delta=4, kw=0.000",0.1555,4,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear congruence,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.284, delta=11, kw=0.083",0.2843,11,0.08333333333333333
Types of solutions,Application of congruence-RSA algorithm,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,Low sim=0.049 - no semantic relation,0.0485,8,0.14285714285714285
Languages in Compiler Design,Nondeterministic Finite Automata (NFA): Definitions,2014111,Computational,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,,Adjacent same-course topics: delta=1 + sim=0.215,0.2147,1,0.0
Types of solutions,Linear congruence,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.104 - no semantic relation,0.1037,7,0.0
Kutta second Order method,Relation between E,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=-0.081 - no semantic relation,-0.0814,6,0.0
Determining risk,Vending machines,2173112,Discrete Structures and Graph Theory,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.086 - no semantic relation,0.0863,2,0.0
Cayley-Hamilton,Quadratic forms,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.191, delta=3, kw=0.000",0.1908,3,0.0
Cayley-Hamilton,Artificial variables,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.077 - no semantic relation,0.0767,9,0.0
Open-source and Proprietary Operating System,Real-Time,2494113,Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.283, delta=3, kw=0.000",0.2827,3,0.0
Applications and variants,Edge resource optimization,2166115,Nature- Inspired Optimization,SEM-V.pdf,0,,Low sim=0.140 - no semantic relation,0.1404,2,0.0
Decision properties of RLs,Equivalence between NFA with and ϵ- transitions,2014111,Computational,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.153, delta=6, kw=0.000",0.1531,6,0.0
Application of congruence-RSA algorithm,Fourier series of periodic,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.162, delta=2, kw=0.125",0.1624,2,0.125
Quadratic forms,Linear congruence,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.282, delta=9, kw=0.000",0.2821,9,0.0
Fourier series of periodic,Moment generating function,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.174, delta=4, kw=0.000",0.1743,4,0.0
Artificial variables,Lines of regression,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.342, delta=9, kw=0.000",0.3424,9,0.0
Data Analytics life cycle,Types of analytics,2166112,Data Analytics and Visualization,SEM-V.pdf,1,,sim=0.518>=0.45 + delta=1<=5,0.5176,1,0.16666666666666666
Arden's theorem,Application of Regular,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.248, delta=4, kw=0.000",0.2475,4,0.0
Standard and Canonical of LPP,Introduction to Congruence,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=0.083 - no semantic relation,0.0827,5,0.0
Decision properties of RLs,Application of Regular,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.159, delta=3, kw=0.167",0.1588,3,0.16666666666666666
"Hammer mill, Ball mill and Roll crusher",Sedimentation: Batch sedimentation. Kynch,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.170, delta=8, kw=0.000",0.1697,8,0.0
"Automation, Test Automation Pyramid. Case","DevOps: Introduction, DevOps - Importance",2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,"No prereq signal: sim=0.301, delta=3, kw=0.000",0.3015,3,0.0
Similarity of matrices,Simplex method,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.015 - no semantic relation,0.0153,6,0.0
"Generalization, Specialization and Aggregation","Integrity constraints: key constraints, Domain",2494112,Database Management System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.239, delta=4, kw=0.000",0.2391,4,0.0
Standard and Canonical of LPP,Basic and Feasible solutions,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,,Adjacent same-course topics: delta=1 + sim=0.224,0.224,1,0.125
Regular operations,Application of Regular,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,,High sim=0.687 + delta=5,0.6872,5,0.25
"Generalization, Specialization and Aggregation","Overview of SQL, Data Definition Commands",2114112,Database Management System,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.214, delta=3, kw=0.000",0.2145,3,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Simplex method,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,"No prereq signal: sim=0.152, delta=7, kw=0.000",0.1524,7,0.0
Nondeterministic Finite Automata (NFA): Definitions,Minimization of DFA,2114111,Computational,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,1,,sim=0.516>=0.45 + delta=2<=5,0.5158,2,0.0
Scheduled Access (Reservation,Self-Study Topics,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.002 - no semantic relation,0.0017,4,0.0
Introduction to Congruence,Fourier series of periodic,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.155, delta=4, kw=0.000",0.1555,4,0.0
Artificial variables,Dirichlet’s conditions,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.085 - no semantic relation,0.0852,5,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Fourier series of periodic,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.050 - no semantic relation,0.0501,14,0.07142857142857142
Similarity of matrices,Quadratic forms,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,"No prereq signal: sim=0.184, delta=1, kw=0.000",0.1835,1,0.0
Linear and Non-Linear Programming Problems,Simplex method,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.223, delta=4, kw=0.000",0.2234,4,0.0
Functions ofSquare Matrix,Inverse of Transform by Binomial,2344111,Applied Mathematics Thinking-II,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.159, delta=3, kw=0.000",0.159,3,0.0
Regular operations,Languages in Compiler Design,2014111,Computational,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.205, delta=6, kw=0.000",0.2045,6,0.0
Screening equipment – Vibrating screen,Grizzlies and Trommels,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=-0.012 - no semantic relation,-0.0116,1,0.0
Decision properties of RLs,Languages in Compiler Design,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.174, delta=4, kw=0.000",0.1739,4,0.0
Link Layer Addressing,IEEE 802.11 Wireless LAN,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.188, delta=4, kw=0.000",0.188,4,0.0
Introduction to Congruence,Dirichlet’s conditions,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.155, delta=3, kw=0.000",0.1547,3,0.0
Pumping lemma,Minimization of DFA,2014111,Computational,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.153, delta=6, kw=0.000",0.1527,6,0.0
Standard and Canonical of LPP,Simplex method,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.166, delta=2, kw=0.000",0.1656,2,0.0
Cayley-Hamilton,Dirichlet’s conditions,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=-0.043 - no semantic relation,-0.0433,13,0.0
Study – Selenium/ Jira,Choosing the right DevOps tools and challenges,2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,Low sim=0.143 - no semantic relation,0.1434,5,0.0
Mixing equipment for cohesive solids,Solid fluid,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.375, delta=5, kw=0.000",0.3754,5,0.0
Simplex method,Lines of regression,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,Low sim=0.104 - no semantic relation,0.1042,10,0.0
"EER Model to the Relational Model, Relational","Cloud Database, Introduction of Distributed",2174112,Database Management System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.217, delta=6, kw=0.000",0.217,6,0.0
Linear congruence,Lines of regression,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=0.129 - no semantic relation,0.129,6,0.0
"Mitigating attacks: 51% attack, Sybil attack, replay","Case study: AI for transaction validation, fraud",2166118,Blockchain Technology,SEM-V.pdf,0,,"No prereq signal: sim=0.223, delta=4, kw=0.000",0.2234,4,0.0
"Blockchain, UTXO and double spending problem",Models on Blockchain: decentralized AI,2166118,Blockchain Technology,SEM-V.pdf,0,,"No prereq signal: sim=0.343, delta=5, kw=0.100",0.3429,5,0.1
Size reduction equipment – Jaw crusher,Ergun’s equation,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=0.010 - no semantic relation,0.0098,6,0.0
Eulers method,Forward and Backward difference operators ∆,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.189, delta=5, kw=0.000",0.1891,5,0.0
Linear and Non-Linear Programming Problems,Simplex method,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.223, delta=4, kw=0.000",0.2234,4,0.0
Space Division Switching,CRC code,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.167, delta=3, kw=0.000",0.1672,3,0.0
Linear and Non-Linear Programming Problems,Basic and Feasible solutions,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,1,,sim=0.575>=0.45 + delta=3<=5,0.575,3,0.125
Kuhn-Tucker conditions,Introduction to Congruence,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.004 - no semantic relation,0.0039,1,0.0
"Pitfalls in relational database designs, Concept","Concurrent Executions, Serializability",2494112,Database Management System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.184, delta=1, kw=0.000",0.1842,1,0.0
Gas solid separation equipment: Cyclone,Storage of solids: Properties of particulate,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,1,,Adjacent same-course topics: delta=1 + sim=0.346,0.3463,1,0.0
Go-Back-N ARQ,10-Gigabit Ethernet,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.078 - no semantic relation,0.0783,5,0.0
Quadratic forms,Linear and Non-Linear Programming Problems,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.161, delta=1, kw=0.000",0.161,1,0.0
Applications and variants,Edge Systems: Application in feature selection,2166115,Nature- Inspired Optimization,SEM-V.pdf,1,,Adjacent same-course topics: delta=1 + sim=0.376,0.3763,1,0.0
Relationship (EER) Model,"Integrity constraints: key constraints, Domain",2494112,Database Management System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.203, delta=5, kw=0.000",0.2034,5,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear and Non-Linear Programming Problems,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.202, delta=3, kw=0.143",0.2021,3,0.14285714285714285
Application of Regular,Equivalence between NFA with and ϵ- transitions,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,Low sim=0.141 - no semantic relation,0.1411,3,0.0
"Agility, DevOps and Continuous Testing",Choosing the right DevOps tools and challenges,2165113,Agile Software Development & DevOps,SEM-V.pdf,1,,High sim=0.619 + delta=1,0.619,1,0.2
Standard and Canonical of LPP,Linear congruence,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,"No prereq signal: sim=0.169, delta=6, kw=0.000",0.1686,6,0.0
Types of solutions,Dirichlet’s conditions,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.198, delta=9, kw=0.000",0.1982,9,0.0
Dirichlet’s conditions,Fourier series of periodic,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.171, delta=1, kw=0.000",0.1715,1,0.0
Arden's theorem,Minimization of DFA,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,Low sim=0.090 - no semantic relation,0.0896,8,0.0
"Postman, and JMeter","Agility, DevOps and Continuous Testing",2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,"No prereq signal: sim=0.196, delta=3, kw=0.143",0.1956,3,0.14285714285714285
"Blockchain, UTXO and double spending problem",Cryptocurrency Valuation Models,2166118,Blockchain Technology,SEM-V.pdf,0,,"No prereq signal: sim=0.310, delta=3, kw=0.000",0.3104,3,0.0
Decision properties of RLs,Minimization of DFA,2484111,Computational,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.191, delta=7, kw=0.167",0.1913,7,0.16666666666666666
Application of congruence-RSA algorithm,Fourier series of periodic,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,"No prereq signal: sim=0.162, delta=2, kw=0.125",0.1624,2,0.125
Standard and Canonical of LPP,Linear congruence,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.169, delta=6, kw=0.000",0.1686,6,0.0
Standard and Canonical of LPP,Basic and Feasible solutions,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,,Adjacent same-course topics: delta=1 + sim=0.224,0.224,1,0.125
Artificial variables,Lines of regression,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.342, delta=9, kw=0.000",0.3424,9,0.0
Application of Regular,Minimization of DFA,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.289, delta=4, kw=0.200",0.289,4,0.2
Quadratic forms,Linear congruence,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.282, delta=9, kw=0.000",0.2821,9,0.0
Solid fluid,Storage of solids: Properties of particulate,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.447, delta=3, kw=0.000",0.4466,3,0.0
Applying to chemical engineering problems related,Relation between E,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=0.099 - no semantic relation,0.0988,8,0.0
Pumping lemma for RLs,Equivalence between NFA with and ϵ- transitions,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.173, delta=5, kw=0.000",0.1734,5,0.0
Kutta second Order method,Forward and Backward difference operators ∆,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.163, delta=4, kw=0.000",0.1626,4,0.0
Data Link Layer Data Link Control:  Framing ,Flow Control: Stop-and-Wait Flow Control,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.324, delta=3, kw=0.111",0.3241,3,0.1111111111111111
Kuhn-Tucker conditions,Complex form of Fourier Series,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,Low sim=0.057 - no semantic relation,0.057,7,0.0
Types of solutions,Linear congruence,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=0.104 - no semantic relation,0.1037,7,0.0
Linear congruence,Dirichlet’s conditions,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,Low sim=0.027 - no semantic relation,0.027,2,0.0
Simplex method,Dirichlet’s conditions,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=-0.079 - no semantic relation,-0.0792,6,0.0
Similarity of matrices,Kuhn-Tucker conditions,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=0.060 - no semantic relation,0.0595,8,0.0
"Generalization, Specialization and Aggregation","Overview of SQL, Data Definition Commands",2174112,Database Management System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.214, delta=3, kw=0.000",0.2145,3,0.0
Quadratic forms,Inverse of Transform by Binomial,2344111,Applied Mathematics Thinking-II,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.033 - no semantic relation,0.0334,2,0.0
Fourier series of even and odd functions (simple functions,"Advanced Engineering Mathematics, R.K. Jainand S.R.K. Iyengar, Narosapublication",2343111,Applied Mathematics Thinking-I,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.017 - no semantic relation,0.0171,5,0.0
Languages in Compiler Design,Equivalence between NFA with and ϵ- transitions,2014111,Computational,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,Low sim=0.107 - no semantic relation,0.1073,2,0.0
