concept_a,concept_b,source_syllabus,order_delta,ai_suggested_label,reason,embedding_similarity,keyword_overlap
Pumping lemma for RLs,RE in text search and replace,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.1502,0.0
Pumping lemma for RLs,Application of Regular,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.1671,0.0
Pumping lemma for RLs,Languages in Compiler Design,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.258,0.0
Pumping lemma for RLs,Nondeterministic Finite Automata (NFA): Definitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.1616,0.0
Pumping lemma for RLs,Equivalence between NFA with and ϵ- transitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,0.1734,0.0
Pumping lemma for RLs,Minimization of DFA,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,0.1472,0.0
RE in text search and replace,Application of Regular,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.1369,0.0
RE in text search and replace,Languages in Compiler Design,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.0087,0.1111
RE in text search and replace,Nondeterministic Finite Automata (NFA): Definitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.0547,0.0
RE in text search and replace,Equivalence between NFA with and ϵ- transitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.0344,0.0833
RE in text search and replace,Minimization of DFA,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,0.056,0.0
Application of Regular,Languages in Compiler Design,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.127,0.0
Application of Regular,Nondeterministic Finite Automata (NFA): Definitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.2048,0.0
Application of Regular,Equivalence between NFA with and ϵ- transitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.1411,0.0
Application of Regular,Minimization of DFA,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.289,0.2
Languages in Compiler Design,Nondeterministic Finite Automata (NFA): Definitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.2147,0.0
Languages in Compiler Design,Equivalence between NFA with and ϵ- transitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.1073,0.0
Languages in Compiler Design,Minimization of DFA,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.146,0.0
Nondeterministic Finite Automata (NFA): Definitions,Equivalence between NFA with and ϵ- transitions,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,sim=0.590>=0.55 + delta=1<=5,0.5904,0.0909
Nondeterministic Finite Automata (NFA): Definitions,Minimization of DFA,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.516,0.5158,0.0
Equivalence between NFA with and ϵ- transitions,Minimization of DFA,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.419,0.4193,0.0
Relationship (EER) Model,"Generalization, Specialization and Aggregation",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.1203,0.0
Relationship (EER) Model,"Introduction to the Relational Model, relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Foundational kw in A + sim=0.518 + delta=2,0.5185,0.1429
Relationship (EER) Model,"EER Model to the Relational Model, Relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,1,High sim=0.842 + delta=3,0.8421,0.3333
Relationship (EER) Model,"Overview of SQL, Data Definition Commands",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.1176,0.0
Relationship (EER) Model,"Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,0.2034,0.0
Relationship (EER) Model,"Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,0.1301,0.0
Relationship (EER) Model,"Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,7,0,Insufficient signal,0.3273,0.0
Relationship (EER) Model,"Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,8,0,Insufficient signal,0.0581,0.0
Relationship (EER) Model,"Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,9,0,Insufficient signal,0.1208,0.0
"Generalization, Specialization and Aggregation","Introduction to the Relational Model, relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.2568,0.0
"Generalization, Specialization and Aggregation","EER Model to the Relational Model, Relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.2326,0.0
"Generalization, Specialization and Aggregation","Overview of SQL, Data Definition Commands",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.2145,0.0
"Generalization, Specialization and Aggregation","Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.2391,0.0
"Generalization, Specialization and Aggregation","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,0.2173,0.0
"Generalization, Specialization and Aggregation","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,0.2946,0.0
"Generalization, Specialization and Aggregation","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,7,0,Insufficient signal,0.2549,0.0
"Generalization, Specialization and Aggregation","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,8,0,Insufficient signal,0.2213,0.0
"Introduction to the Relational Model, relational","EER Model to the Relational Model, Relational",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,High sim=0.723 + delta=1,0.723,0.6667
"Introduction to the Relational Model, relational","Overview of SQL, Data Definition Commands",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.2286,0.0
"Introduction to the Relational Model, relational","Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.3045,0.0
"Introduction to the Relational Model, relational","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.2218,0.2
"Introduction to the Relational Model, relational","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,1,sim=0.567>=0.55 + delta=5<=5,0.5666,0.1
"Introduction to the Relational Model, relational","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,0.1168,0.0
"Introduction to the Relational Model, relational","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,7,0,Insufficient signal,0.2594,0.1111
"EER Model to the Relational Model, Relational","Overview of SQL, Data Definition Commands",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.2588,0.0
"EER Model to the Relational Model, Relational","Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.2939,0.0
"EER Model to the Relational Model, Relational","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.235,0.0909
"EER Model to the Relational Model, Relational","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,1,Foundational kw in A + sim=0.522 + delta=4,0.5219,0.1
"EER Model to the Relational Model, Relational","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,0.1145,0.0
"EER Model to the Relational Model, Relational","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,0,Insufficient signal,0.217,0.0
"Overview of SQL, Data Definition Commands","Integrity constraints: key constraints, Domain",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.2471,0.0
"Overview of SQL, Data Definition Commands","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Foundational kw in A + sim=0.506 + delta=2,0.5056,0.0833
"Overview of SQL, Data Definition Commands","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.3288,0.0
"Overview of SQL, Data Definition Commands","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.1166,0.0
"Overview of SQL, Data Definition Commands","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,0.2886,0.1
"Integrity constraints: key constraints, Domain","Triggers, Introduction to Pl/SQL Block Structure",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.338,0.3377,0.0
"Integrity constraints: key constraints, Domain","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.356,0.3556,0.0
"Integrity constraints: key constraints, Domain","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.3471,0.0
"Integrity constraints: key constraints, Domain","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.1594,0.0
"Triggers, Introduction to Pl/SQL Block Structure","Pitfalls in relational database designs, Concept",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,Foundational kw in A + sim=0.397 + delta=1,0.397,0.0
"Triggers, Introduction to Pl/SQL Block Structure","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.2327,0.0
"Triggers, Introduction to Pl/SQL Block Structure","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.2646,0.0909
"Pitfalls in relational database designs, Concept","Concurrent Executions, Serializability",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.1842,0.0
"Pitfalls in relational database designs, Concept","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.350,0.3498,0.1
"Concurrent Executions, Serializability","Cloud Database, Introduction of Distributed",6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.2068,0.0
Special-purpose,Open-source and Proprietary Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.1526,0.0
Special-purpose,Fundamentals of Distributed Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.1752,0.0
Special-purpose,Network Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.1191,0.0
Special-purpose,Real-Time,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.2769,0.0
Special-purpose,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,0,Insufficient signal,0.1539,0.0
Special-purpose,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,6,1,Lexical containment + delta=6,0.5603,0.5
Open-source and Proprietary Operating System,Fundamentals of Distributed Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,sim=0.565>=0.55 + delta=1<=5,0.5654,0.2222
Open-source and Proprietary Operating System,Network Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,sim=0.551>=0.55 + delta=2<=5,0.5509,0.2857
Open-source and Proprietary Operating System,Real-Time,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,0,Insufficient signal,0.2827,0.0
Open-source and Proprietary Operating System,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,0,Insufficient signal,0.531,0.2857
Open-source and Proprietary Operating System,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,5,1,High sim=0.681 + delta=5,0.6814,0.1111
Fundamentals of Distributed Operating System,Network Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,High sim=0.647 + delta=1,0.647,0.3333
Fundamentals of Distributed Operating System,Real-Time,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,0,Insufficient signal,0.2594,0.0
Fundamentals of Distributed Operating System,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,1,sim=0.551>=0.55 + delta=3<=5,0.5512,0.3333
Fundamentals of Distributed Operating System,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,4,1,High sim=0.674 + delta=4,0.6744,0.125
Network Operating System,Real-Time,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.2475,0.0
Network Operating System,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,High sim=0.621 + delta=2,0.6214,0.5
Network Operating System,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,3,1,High sim=0.608 + delta=3,0.6075,0.1667
Real-Time,Mobile Operating System,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,0,Insufficient signal,0.2806,0.0
Real-Time,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.304,0.3042,0.0
Mobile Operating System,Special-purpose Operating Systems,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,1,1,sim=0.592>=0.55 + delta=1<=5,0.5923,0.1667
Cayley-Hamilton,Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.318,0.318,0.0
Cayley-Hamilton,Similarity of matrices,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2,0,Insufficient signal,0.2718,0.0
Cayley-Hamilton,Quadratic forms,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,3,0,Insufficient signal,0.1908,0.0
Cayley-Hamilton,Linear and Non-Linear Programming Problems,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,4,0,Insufficient signal,-0.0703,0.0
Cayley-Hamilton,Types of solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,5,0,Insufficient signal,0.0693,0.0
Cayley-Hamilton,Standard and Canonical of LPP,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,6,0,Insufficient signal,0.1027,0.0
Cayley-Hamilton,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,7,0,Insufficient signal,0.0012,0.0
Cayley-Hamilton,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,8,0,Insufficient signal,0.0414,0.0
Cayley-Hamilton,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,9,0,Insufficient signal,0.0767,0.0
Cayley-Hamilton,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,10,0,Insufficient signal,0.0109,0.0
Cayley-Hamilton,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,11,0,Insufficient signal,0.1471,0.0
Cayley-Hamilton,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,12,0,Insufficient signal,0.2145,0.0
Cayley-Hamilton,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,13,0,Insufficient signal,0.0894,0.0
Cayley-Hamilton,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,14,0,Insufficient signal,-0.0433,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Similarity of matrices,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,1,1,Foundational kw in A + sim=0.378 + delta=1,0.378,0.1667
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Quadratic forms,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.327,0.3275,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear and Non-Linear Programming Problems,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,3,0,Insufficient signal,0.2021,0.1429
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Types of solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,4,0,Insufficient signal,0.0988,0.0769
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Standard and Canonical of LPP,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,5,0,Insufficient signal,0.1691,0.1429
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,6,0,Insufficient signal,0.1148,0.0714
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,7,0,Insufficient signal,0.1524,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,8,0,Insufficient signal,0.0919,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,9,0,Insufficient signal,0.0756,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,10,0,Insufficient signal,0.0743,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,11,0,Insufficient signal,0.2843,0.0833
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Application of congruence-RSA algorithm,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,12,0,Insufficient signal,0.1457,0.0667
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Dirichlet’s conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,13,0,Insufficient signal,-0.0551,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Fourier series of periodic,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,14,0,Insufficient signal,0.0501,0.0714
Similarity of matrices,Quadratic forms,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,1,0,Insufficient signal,0.1835,0.0
Similarity of matrices,Linear and Non-Linear Programming Problems,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,2,0,Insufficient signal,0.0555,0.0
Similarity of matrices,Types of solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,3,0,Insufficient signal,0.0718,0.2
Similarity of matrices,Standard and Canonical of LPP,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,4,0,Insufficient signal,0.0275,0.1429
Similarity of matrices,Basic and Feasible solutions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,5,0,Insufficient signal,0.057,0.0
Similarity of matrices,Simplex method,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,6,0,Insufficient signal,0.0153,0.0
Similarity of matrices,Artificial variables,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,7,0,Insufficient signal,-0.0045,0.0
Similarity of matrices,Kuhn-Tucker conditions,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,8,0,Insufficient signal,0.0595,0.0
Similarity of matrices,Introduction to Congruence,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,9,0,Insufficient signal,0.0499,0.0
